"Story","Title","Result","Date","Stability","Duration (s)"
"Reviews","Test check review details","SUCCESS","2020-02-27T18:46:31.148-05:00[America/Bogota]","0.0","0.41"
"Reviews","Test check review details with invalid review id","SUCCESS","2020-02-27T18:46:31.555-05:00[America/Bogota]","0.0","0.37"
