"Story","Title","Result","Date","Stability","Duration (s)"
"Rate TV Shows","Rate a tv show","SUCCESS","2020-02-27T18:46:28.102-05:00[America/Bogota]","0.0","1.52"
"Rate TV Shows","Delete a rating","SUCCESS","2020-02-27T18:46:29.622-05:00[America/Bogota]","0.0","1.52"
