"Story","Title","Result","Date","Stability","Duration (s)"
"Rate Movies","Rate a movie","SUCCESS","2020-02-27T18:46:25.029-05:00[America/Bogota]","0.0","1.55"
"Rate Movies","Delete a rating","SUCCESS","2020-02-27T18:46:26.583-05:00[America/Bogota]","0.0","1.52"
