"Story","Title","Result","Date","Stability","Duration (s)"
"Reviews","Test check review details","SUCCESS","2020-02-27T21:23:59.518-05:00[America/Bogota]","0.0","0.4"
"Reviews","Test check review details with invalid review id","SUCCESS","2020-02-27T21:23:59.922-05:00[America/Bogota]","0.0","0.4"
